acronym,name,classification,formula,bands,polarizations,constants,external_variables,reductions,source,contributor,date_of_addition
MRBVI,Modified Red Blue Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(R ** 2.0 - B ** 2.0)/(R ** 2.0 + B ** 2.0),"['R', 'B']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.3390/s20185055', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Yahui Guo', 'Hanxi Wang', 'Zhaofei Wu', 'Shuxin Wang', 'Hongyong Sun', 'J. Senthilnath', 'Jingzhe Wang', 'Christopher Robin Bryant', 'Yongshuo Fu'], 'citations_metrics': {'citation_count': 89, 'date': '2026-08-18', 'overall': {'percentile': 27.48, 'percentile_similar_age': 49.32, 'rank': 228, 'rank_similar_age': 38}, 'similar_age_count': 73, 'within_application_domain': {'percentile': 20.85, 'percentile_similar_age': 56.76, 'rank': 168, 'rank_similar_age': 17}}, 'how_to_cite': {'apa': 'Yahui Guo, Hanxi Wang, Zhaofei Wu, Shuxin Wang, Hongyong Sun, J. Senthilnath, Jingzhe Wang, Christopher Robin Bryant, & Yongshuo Fu (2020). Modified Red Blue Vegetation Index for Chlorophyll Estimation and Yield Prediction of Maize from Visible Images Captured by UAV. Sensors, 20(18). https://doi.org/10.3390/s20185055', 'bibtex': 'ASI_MRBVI'}, 'issue': '18', 'journal': 'Sensors', 'source': 'crossref', 'title': 'Modified Red Blue Vegetation Index for Chlorophyll Estimation and Yield Prediction of Maize from Visible Images Captured by UAV', 'type': 'article', 'volume': '20', 'year': 2020}}",https://github.com/davemlz,2022-04-08
MSAVI,Modified Soil-Adjusted Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(1 + (1 - 2 * gamma * ((N - R)/(N + R)) * (N - gamma * R))) * (N - R) / (N + R + (1 - 2 * gamma * ((N - R)/(N + R)) * (N - gamma * R))),"['N', 'R']",[],"{'gamma': {'default_value': 1.06, 'description': 'Primary soil line parameter. gamma = N/R (slope of the soil line, only for soil pixels/measurements)'}}",{},{},"{'source_companions': ['MSAVI2'], 'source_link': 'https://doi.org/10.1016/0034-4257(94)90134-1', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['J. Qi', 'A. Chehbouni', 'A.R. Huete', 'Y.H. Kerr', 'S. Sorooshian'], 'citations_metrics': {'citation_count': 2753, 'date': '2026-08-18', 'overall': {'percentile': 95.85, 'percentile_similar_age': 86.21, 'rank': 14, 'rank_similar_age': 5}, 'similar_age_count': 29, 'within_application_domain': {'percentile': 94.79, 'percentile_similar_age': 89.29, 'rank': 12, 'rank_similar_age': 4}}, 'how_to_cite': {'apa': 'J. Qi, A. Chehbouni, A.R. Huete, Y.H. Kerr, & S. Sorooshian (1994). A modified soil adjusted vegetation index. Remote Sensing of Environment, 48(2). https://doi.org/10.1016/0034-4257(94)90134-1', 'bibtex': 'ASI_MSAVI'}, 'issue': '2', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'A modified soil adjusted vegetation index', 'type': 'article', 'volume': '48', 'year': 1994}}",https://github.com/davemlz,2026-08-09
MSAVI2,Modified Soil-Adjusted Vegetation Index 2,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",0.5 * (2.0 * N + 1 - (((2 * N + 1) ** 2) - 8 * (N - R)) ** 0.5),"['N', 'R']",[],{},{},{},"{'source_companions': ['MSAVI'], 'source_link': 'https://doi.org/10.1016/0034-4257(94)90134-1', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['J. Qi', 'A. Chehbouni', 'A.R. Huete', 'Y.H. Kerr', 'S. Sorooshian'], 'citations_metrics': {'citation_count': 2753, 'date': '2026-08-18', 'overall': {'percentile': 95.85, 'percentile_similar_age': 86.21, 'rank': 15, 'rank_similar_age': 6}, 'similar_age_count': 29, 'within_application_domain': {'percentile': 94.79, 'percentile_similar_age': 89.29, 'rank': 13, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'J. Qi, A. Chehbouni, A.R. Huete, Y.H. Kerr, & S. Sorooshian (1994). A modified soil adjusted vegetation index. Remote Sensing of Environment, 48(2). https://doi.org/10.1016/0034-4257(94)90134-1', 'bibtex': 'ASI_MSAVI'}, 'issue': '2', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'A modified soil adjusted vegetation index', 'type': 'article', 'volume': '48', 'year': 1994}}",https://github.com/davemlz,2021-05-13
MSI,Moisture Stress Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",S1/N,"['S1', 'N']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1016/0034-4257(89)90046-1', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['E HUNTJR', 'B ROCK'], 'citations_metrics': {'citation_count': 996, 'date': '2026-08-18', 'overall': {'percentile': 83.71, 'percentile_similar_age': 80.0, 'rank': 52, 'rank_similar_age': 3}, 'similar_age_count': 10, 'within_application_domain': {'percentile': 78.2, 'percentile_similar_age': 80.0, 'rank': 47, 'rank_similar_age': 3}}, 'how_to_cite': {'apa': 'E HUNTJR, & B ROCK (1989). Detection of changes in leaf water content using Near- and Middle-Infrared reflectances☆. Remote Sensing of Environment, 30(1). https://doi.org/10.1016/0034-4257(89)90046-1', 'bibtex': 'ASI_MSI'}, 'issue': '1', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'Detection of changes in leaf water content using Near- and Middle-Infrared reflectances☆', 'type': 'article', 'volume': '30', 'year': 1989}}",https://github.com/davemlz,2022-04-08
MSR,Modified Simple Ratio,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N / R - 1) / ((N / R + 1) ** 0.5),"['N', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1080/07038992.1996.10855178', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Jing M. Chen'], 'citations_metrics': {'citation_count': 978, 'date': '2026-08-18', 'overall': {'percentile': 83.39, 'percentile_similar_age': 70.21, 'rank': 53, 'rank_similar_age': 15}, 'similar_age_count': 47, 'within_application_domain': {'percentile': 77.73, 'percentile_similar_age': 69.77, 'rank': 48, 'rank_similar_age': 14}}, 'how_to_cite': {'apa': 'Jing M. Chen (1996). Evaluation of Vegetation Indices and a Modified Simple Ratio for Boreal Applications. Canadian Journal of Remote Sensing, 22(3). https://doi.org/10.1080/07038992.1996.10855178', 'bibtex': 'ASI_MSR'}, 'issue': '3', 'journal': 'Canadian Journal of Remote Sensing', 'source': 'crossref', 'title': 'Evaluation of Vegetation Indices and a Modified Simple Ratio for Boreal Applications', 'type': 'article', 'volume': '22', 'year': 1996}}",https://github.com/davemlz,2021-05-14
MSR705,Modified Simple Ratio (705 and 750 nm),"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(RE2 / RE1 - 1) / ((RE2 / RE1 + 1) ** 0.5),"['RE2', 'RE1']",[],{},{},{},"{'source_companions': ['TCARIOSAVI705', 'MCARIOSAVI705', 'MCARI705'], 'source_link': 'https://doi.org/10.1016/j.agrformet.2008.03.005', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Chaoyang Wu', 'Zheng Niu', 'Quan Tang', 'Wenjiang Huang'], 'citations_metrics': {'citation_count': 767, 'date': '2026-08-18', 'overall': {'percentile': 79.23, 'percentile_similar_age': 88.24, 'rank': 68, 'rank_similar_age': 7}, 'similar_age_count': 34, 'within_application_domain': {'percentile': 72.51, 'percentile_similar_age': 87.5, 'rank': 61, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'Chaoyang Wu, Zheng Niu, Quan Tang, & Wenjiang Huang (2008). Estimating chlorophyll content from hyperspectral vegetation indices: Modeling and validation. Agricultural and Forest Meteorology, 148(8-9). https://doi.org/10.1016/j.agrformet.2008.03.005', 'bibtex': 'ASI_MCARI705'}, 'issue': '8-9', 'journal': 'Agricultural and Forest Meteorology', 'source': 'crossref', 'title': 'Estimating chlorophyll content from hyperspectral vegetation indices: Modeling and validation', 'type': 'article', 'volume': '148', 'year': 2008}}",https://github.com/davemlz,2021-11-06
MTCI,MERIS Terrestrial Chlorophyll Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(RE2 - RE1) / (RE1 - R),"['RE2', 'RE1', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1080/0143116042000274015', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['J. Dash', 'P. J. Curran'], 'citations_metrics': {'citation_count': 1008, 'date': '2026-08-18', 'overall': {'percentile': 84.03, 'percentile_similar_age': 62.75, 'rank': 51, 'rank_similar_age': 20}, 'similar_age_count': 51, 'within_application_domain': {'percentile': 78.67, 'percentile_similar_age': 56.41, 'rank': 46, 'rank_similar_age': 18}}, 'how_to_cite': {'apa': 'J. Dash, & P. J. Curran (2004). The MERIS terrestrial chlorophyll index. International Journal of Remote Sensing, 25(23). https://doi.org/10.1080/0143116042000274015', 'bibtex': 'ASI_MTCI'}, 'issue': '23', 'journal': 'International Journal of Remote Sensing', 'source': 'crossref', 'title': 'The MERIS terrestrial chlorophyll index', 'type': 'article', 'volume': '25', 'year': 2004}}",https://github.com/davemlz,2021-05-13
MTVI1,Modified Triangular Vegetation Index 1,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",1.2 * (1.2 * (N - G) - 2.5 * (R - G)),"['N', 'G', 'R']",[],{},{},{},"{'source_companions': ['MCARI1', 'MCARI2', 'MTVI2'], 'source_link': 'https://doi.org/10.1016/j.rse.2003.12.013', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['D Haboudane'], 'citations_metrics': {'citation_count': 2230, 'date': '2026-08-18', 'overall': {'percentile': 93.93, 'percentile_similar_age': 84.31, 'rank': 22, 'rank_similar_age': 11}, 'similar_age_count': 51, 'within_application_domain': {'percentile': 92.42, 'percentile_similar_age': 84.62, 'rank': 19, 'rank_similar_age': 9}}, 'how_to_cite': {'apa': 'D Haboudane (2004). Hyperspectral vegetation indices and novel algorithms for predicting green LAI of crop canopies: Modeling and validation in the context of precision agriculture. Remote Sensing of Environment, 90(3). https://doi.org/10.1016/j.rse.2003.12.013', 'bibtex': 'ASI_MCARI1'}, 'issue': '3', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'Hyperspectral vegetation indices and novel algorithms for predicting green LAI of crop canopies: Modeling and validation in the context of precision agriculture', 'type': 'article', 'volume': '90', 'year': 2004}}",https://github.com/davemlz,2021-05-14
MTVI2,Modified Triangular Vegetation Index 2,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(1.5 * (1.2 * (N - G) - 2.5 * (R - G))) / ((((2.0 * N + 1) ** 2) - (6.0 * N - 5 * (R ** 0.5)) - 0.5) ** 0.5),"['N', 'G', 'R']",[],{},{},{},"{'source_companions': ['MCARI1', 'MTVI1', 'MCARI2'], 'source_link': 'https://doi.org/10.1016/j.rse.2003.12.013', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['D Haboudane'], 'citations_metrics': {'citation_count': 2230, 'date': '2026-08-18', 'overall': {'percentile': 93.93, 'percentile_similar_age': 84.31, 'rank': 23, 'rank_similar_age': 12}, 'similar_age_count': 51, 'within_application_domain': {'percentile': 92.42, 'percentile_similar_age': 84.62, 'rank': 20, 'rank_similar_age': 10}}, 'how_to_cite': {'apa': 'D Haboudane (2004). Hyperspectral vegetation indices and novel algorithms for predicting green LAI of crop canopies: Modeling and validation in the context of precision agriculture. Remote Sensing of Environment, 90(3). https://doi.org/10.1016/j.rse.2003.12.013', 'bibtex': 'ASI_MCARI1'}, 'issue': '3', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'Hyperspectral vegetation indices and novel algorithms for predicting green LAI of crop canopies: Modeling and validation in the context of precision agriculture', 'type': 'article', 'volume': '90', 'year': 2004}}",https://github.com/davemlz,2021-05-14
MVI,Mangrove Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N - G) / (S1 - G),"['N', 'G', 'S1']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2020.06.001', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Alvin B. Baloloy', 'Ariel C. Blanco', 'Raymund Rhommel C. Sta. Ana', 'Kazuo Nadaoka'], 'citations_metrics': {'citation_count': 264, 'date': '2026-08-18', 'overall': {'percentile': 50.48, 'percentile_similar_age': 93.15, 'rank': 156, 'rank_similar_age': 6}, 'similar_age_count': 73, 'within_application_domain': {'percentile': 35.55, 'percentile_similar_age': 86.49, 'rank': 137, 'rank_similar_age': 6}}, 'how_to_cite': {'apa': 'Alvin B. Baloloy, Ariel C. Blanco, Raymund Rhommel C. Sta. Ana, & Kazuo Nadaoka (2020). Development and application of a new mangrove vegetation index (MVI) for rapid and accurate mangrove mapping. ISPRS Journal of Photogrammetry and Remote Sensing, 166. https://doi.org/10.1016/j.isprsjprs.2020.06.001', 'bibtex': 'ASI_MVI'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Development and application of a new mangrove vegetation index (MVI) for rapid and accurate mangrove mapping', 'type': 'article', 'volume': '166', 'year': 2020}}",https://github.com/delatorredm,2025-04-08
MuWIR,Revised Multi-Spectral Water Index,"{'application_domain': 'water', 'family': None, 'sensing_modalities': ['multispectral']}",-4.0 * ((B - G)/(B + G)) + 2.0 * ((G - N)/(G + N)) + 2.0 * ((G - S2)/(G + S2)) - ((G - S1)/(G + S1)),"['B', 'G', 'N', 'S2', 'S1']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.3390/rs10101643', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Zifeng Wang', 'Junguo Liu', 'Jinbao Li', 'David D. Zhang'], 'citations_metrics': {'citation_count': 95, 'date': '2026-08-18', 'overall': {'percentile': 30.03, 'percentile_similar_age': 46.43, 'rank': 220, 'rank_similar_age': 31}, 'similar_age_count': 56, 'within_application_domain': {'percentile': 48.39, 'percentile_similar_age': 60.0, 'rank': 17, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'Zifeng Wang, Junguo Liu, Jinbao Li, & David D. Zhang (2018). Multi-Spectral Water Index (MuWI): A Native 10-m Multi-Spectral Water Index for Accurate Water Mapping on Sentinel-2. Remote Sensing, 10(10). https://doi.org/10.3390/rs10101643', 'bibtex': 'ASI_MuWIR'}, 'issue': '10', 'journal': 'Remote Sensing', 'source': 'crossref', 'title': 'Multi-Spectral Water Index (MuWI): A Native 10-m Multi-Spectral Water Index for Accurate Water Mapping on Sentinel-2', 'type': 'article', 'volume': '10', 'year': 2018}}",https://github.com/davemlz,2022-04-09
NBAI,Normalized Built-up Area Index,"{'application_domain': 'urban', 'family': None, 'sensing_modalities': ['multispectral']}",(S2 - S1/G)/(S2 + S1/G),"['S2', 'S1', 'G']",[],{},{},{},"{'source_companions': ['BRBA'], 'source_link': 'https://www.omicsonline.org/scientific-reports/JGRS-SR136.pdf', 'source_link_semantic_scholar': {'corpus_id': 130536174, 'paper_id': '4d42d2e5ae0c9e5bce9535124a1079fc0ead7d33'}, 'source_link_status': 'down', 'source_link_type': 'other', 'source_metadata': {'authors': ['W. Muhammad'], 'citations_metrics': {'citation_count': 85, 'date': '2026-08-19', 'overall': {'percentile': 24.92, 'percentile_similar_age': 22.22, 'rank': 237, 'rank_similar_age': 23}, 'similar_age_count': 27, 'within_application_domain': {'percentile': 42.11, 'percentile_similar_age': 40.0, 'rank': 13, 'rank_similar_age': 8}}, 'how_to_cite': {'apa': 'W. Muhammad (2012). Development of New Indices for Extraction of Built-Up Area & Bare Soil from Landsat Data. https://www.omicsonline.org/scientific-reports/JGRS-SR136.pdf', 'bibtex': 'ASI_BRBA'}, 'source': 'semantic_scholar', 'title': 'Development of New Indices for Extraction of Built-Up Area & Bare Soil from Landsat Data', 'year': 2012}}",https://github.com/davemlz,2022-09-22
NBLI,Normalized Difference Bare Land Index,"{'application_domain': 'soil', 'family': None, 'sensing_modalities': ['multispectral', 'thermal']}",(R - T)/(R + T),"['R', 'T']",[],{},{},{},"{'source_companions': ['NBLIOLI'], 'source_link': 'https://doi.org/10.3390/rs9030249', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Hui Li', 'Cuizhen Wang', 'Cheng Zhong', 'Aijun Su', 'Chengren Xiong', 'Jinge Wang', 'Junqi Liu'], 'citations_metrics': {'citation_count': 86, 'date': '2026-08-18', 'overall': {'percentile': 26.2, 'percentile_similar_age': 41.18, 'rank': 232, 'rank_similar_age': 31}, 'similar_age_count': 51, 'within_application_domain': {'percentile': 35.29, 'percentile_similar_age': 42.86, 'rank': 12, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'Hui Li, Cuizhen Wang, Cheng Zhong, Aijun Su, Chengren Xiong, Jinge Wang, & Junqi Liu (2017). Mapping Urban Bare Land Automatically  from Landsat Imagery with a Simple Index. Remote Sensing, 9(3). https://doi.org/10.3390/rs9030249', 'bibtex': 'ASI_NBLI'}, 'issue': '3', 'journal': 'Remote Sensing', 'source': 'crossref', 'title': 'Mapping Urban Bare Land Automatically  from Landsat Imagery with a Simple Index', 'type': 'article', 'volume': '9', 'year': 2017}}",https://github.com/davemlz,2022-04-18
